sep=;
9900099900.0998573303;-82.69366455078125;
9920079920.0798778534;-82.19161224365234375;
9940059940.0598983765;-83.94870758056640625;
9960039960.0399188995;-82.81571197509765625;
9980019980.0199394226;-81.6790313720703125;
9999999999.9999599457;-81.40605926513671875;
10019980019.979980469;-83.81829833984375;
10039960039.960000992;-82.551727294921875;
10059940059.940021515;-82.2392425537109375;
10079920079.920042038;-80.991729736328125;
10099900099.900062561;-83.71143341064453125;
10119880119.880083084;-82.99073028564453125;
10139860139.860103607;-80.83982086181640625;
10159840159.84012413;-83.16668701171875;
10179820179.820144653;-83.802154541015625;
10199800199.800165176;-82.28983306884765625;
10219780219.780185699;-79.90511322021484375;
10239760239.760206223;-81.93521881103515625;
10259740259.740226746;-80.38474273681640625;
10279720279.720247269;-81.2807464599609375;
10299700299.700267792;-81.79583740234375;
10319680319.680288315;-81.82938385009765625;
10339660339.660308838;-81.754180908203125;
10359640359.640329361;-83.77742767333984375;
10379620379.620349884;-82.20074462890625;
10399600399.600370407;-82.32718658447265625;
10419580419.58039093;-80.44930267333984375;
10439560439.560411453;-83.0366058349609375;
10459540459.540431976;-81.34798431396484375;
10479520479.520452499;-81.86180877685546875;
10499500499.500473022;-82.15854644775390625;
10519480519.480493546;-80.540771484375;
10539460539.460514069;-82.78194427490234375;
10559440559.440534592;-79.5086517333984375;
10579420579.420555115;-81.2418365478515625;
10599400599.400575638;-80.94829559326171875;
10619380619.380596161;-81.88516998291015625;
10639360639.360616684;-81.61199951171875;
10659340659.340637207;-81.787994384765625;
10679320679.32065773;-81.49555206298828125;
10699300699.300678253;-80.37110137939453125;
10719280719.280698776;-83.59473419189453125;
10739260739.260719299;-83.0617218017578125;
10759240759.240739822;-81.498779296875;
10779220779.220760345;-83.555908203125;
10799200799.200780869;-81.5254669189453125;
10819180819.180801392;-81.13946533203125;
10839160839.160821915;-82.8180694580078125;
10859140859.140842438;-80.94980621337890625;
10879120879.120862961;-80.69806671142578125;
10899100899.100883484;-58.767314910888671875;
10919080919.080904007;-81.88123321533203125;
10939060939.06092453;-82.45550537109375;
10959040959.040945053;-82.10878753662109375;
10979020979.020965576;-81.3039398193359375;
10999000999.000986099;-83.2652130126953125;
11018981018.981006622;-82.05690765380859375;
11038961038.961027145;-81.028106689453125;
11058941058.941047668;-82.37143707275390625;
11078921078.921068192;-80.09192657470703125;
11098901098.901088715;-83.2033843994140625;
11118881118.881109238;-81.44757843017578125;
11138861138.861129761;-83.28269195556640625;
11158841158.841150284;-83.97193145751953125;
11178821178.821170807;-84.54853057861328125;
11198801198.80119133;-82.04366302490234375;
11218781218.781211853;-81.57363128662109375;
11238761238.761232376;-81.45230865478515625;
11258741258.741252899;-79.565093994140625;
11278721278.721273422;-82.6695404052734375;
11298701298.701293945;-82.13282012939453125;
11318681318.681314468;-80.49700927734375;
11338661338.661334991;-82.603759765625;
11358641358.641355515;-82.37529754638671875;
11378621378.621376038;-84.4668731689453125;
11398601398.601396561;-82.69518280029296875;
11418581418.581417084;-83.35366058349609375;
11438561438.561437607;-81.89359283447265625;
11458541458.54145813;-84.3011322021484375;
11478521478.521478653;-80.50272369384765625;
11498501498.501499176;-70.7908477783203125;
11518481518.481519699;-81.39382171630859375;
11538461538.461540222;-82.34960174560546875;
11558441558.441560745;-83.2270050048828125;
11578421578.421581268;-81.670806884765625;
11598401598.401601791;-82.7459564208984375;
11618381618.381622314;-84.0359954833984375;
11638361638.361642838;-83.66883087158203125;
11658341658.341663361;-82.73531341552734375;
11678321678.321683884;-82.536224365234375;
11698301698.301704407;-81.96016693115234375;
11718281718.28172493;-81.98906707763671875;
11738261738.261745453;-82.11666107177734375;
11758241758.241765976;-82.65099334716796875;
11778221778.221786499;-81.353424072265625;
11798201798.201807022;-84.68802642822265625;
11818181818.181827545;-82.5532684326171875;
11838161838.161848068;-82.61629486083984375;
11858141858.141868591;-52.60118865966796875;
11878121878.121889114;-83.25568389892578125;
11898101898.101909637;-81.15958404541015625;
11918081918.081930161;-82.2462005615234375;
11938061938.061950684;-81.92543792724609375;
11958041958.041971207;-80.808807373046875;
11978021978.02199173;-82.562103271484375;
11998001998.002012253;-81.7409820556640625;
12017982017.982032776;-83.7752685546875;
12037962037.962053299;-82.67626190185546875;
12057942057.942073822;-80.9100189208984375;
12077922077.922094345;-82.825653076171875;
12097902097.902114868;-83.2637939453125;
12117882117.882135391;-80.672454833984375;
12137862137.862155914;-81.70351409912109375;
12157842157.842176437;-80.972625732421875;
12177822177.82219696;-82.6902008056640625;
12197802197.802217484;-79.85162353515625;
12217782217.782238007;-83.1230010986328125;
12237762237.76225853;-72.21073150634765625;
12257742257.742279053;-81.13417816162109375;
12277722277.722299576;-82.0729217529296875;
12297702297.702320099;-83.50177764892578125;
12317682317.682340622;-80.32718658447265625;
12337662337.662361145;-80.8408203125;
12357642357.642381668;-83.600616455078125;
12377622377.622402191;-82.33826446533203125;
12397602397.602422714;-80.4858245849609375;
12417582417.582443237;-82.70497894287109375;
12437562437.56246376;-82.12342071533203125;
12457542457.542484283;-80.03133392333984375;
12477522477.522504807;-81.8729705810546875;
12497502497.50252533;-82.13298797607421875;
12517482517.482545853;-80.97698974609375;
12537462537.462566376;-79.97263336181640625;
12557442557.442586899;-81.5822906494140625;
12577422577.422607422;-80.6649322509765625;
12597402597.402627945;-80.95148468017578125;
12617382617.382648468;-82.71551513671875;
12637362637.362668991;-80.19028472900390625;
12657342657.342689514;-79.64159393310546875;
12677322677.322710037;-81.69986724853515625;
12697302697.30273056;-80.66357421875;
12717282717.282751083;-81.0211944580078125;
12737262737.262771606;-82.27081298828125;
12757242757.24279213;-82.09784698486328125;
12777222777.222812653;-81.12944793701171875;
12797202797.202833176;-82.10677337646484375;
12817182817.182853699;-81.64655303955078125;
12837162837.162874222;-82.38893890380859375;
12857142857.142894745;-81.170440673828125;
12877122877.122915268;-82.17990875244140625;
12897102897.102935791;-80.94606781005859375;
12917082917.082956314;-79.86328125;
12937062937.062976837;-80.79708099365234375;
12957042957.04299736;-82.01180267333984375;
12977022977.023017883;-82.1744232177734375;
12997002997.003038406;-80.36396026611328125;
13016983016.983058929;-81.54462432861328125;
13036963036.963079453;-80.253570556640625;
13056943056.943099976;-81.7363128662109375;
13076923076.923120499;-81.76761627197265625;
13096903096.903141022;-81.800689697265625;
13116883116.883161545;-81.67667388916015625;
13136863136.863182068;-82.95961761474609375;
13156843156.843202591;-82.0869293212890625;
13176823176.823223114;-82.14508819580078125;
13196803196.803243637;-62.7775421142578125;
13216783216.78326416;-80.48401641845703125;
13236763236.763284683;-80.863861083984375;
13256743256.743305206;-82.3683624267578125;
13276723276.723325729;-82.64395904541015625;
13296703296.703346252;-80.94861602783203125;
13316683316.683366776;-79.54441070556640625;
13336663336.663387299;-80.54138946533203125;
13356643356.643407822;-80.51265716552734375;
13376623376.623428345;-79.25150299072265625;
13396603396.603448868;-82.9246673583984375;
13416583416.583469391;-82.30558013916015625;
13436563436.563489914;-81.21233367919921875;
13456543456.543510437;-81.59407806396484375;
13476523476.52353096;-81.57196044921875;
13496503496.503551483;-81.5058135986328125;
13516483516.483572006;-81.6978759765625;
13536463536.463592529;-81.07743072509765625;
13556443556.443613052;-83.9778289794921875;
13576423576.423633575;-79.792816162109375;
13596403596.403654099;-81.62427520751953125;
13616383616.383674622;-81.5312347412109375;
13636363636.363695145;-82.15765380859375;
13656343656.343715668;-81.94359588623046875;
13676323676.323736191;-83.231903076171875;
13696303696.303756714;-81.838623046875;
13716283716.283777237;-84.23691558837890625;
13736263736.26379776;-83.35677337646484375;
13756243756.243818283;-83.32341766357421875;
13776223776.223838806;-79.17221832275390625;
13796203796.203859329;-67.2023162841796875;
13816183816.183879852;-82.623382568359375;
13836163836.163900375;-79.63282012939453125;
13856143856.143920898;-82.386871337890625;
13876123876.123941422;-80.20320892333984375;
13896103896.103961945;-82.594146728515625;
13916083916.083982468;-82.1595916748046875;
13936063936.064002991;-83.4808807373046875;
13956043956.044023514;-82.63657379150390625;
13976023976.024044037;-84.5504913330078125;
13996003996.00406456;-84.23223114013671875;
14015984015.984085083;-82.93161773681640625;
14035964035.964105606;-80.926422119140625;
14055944055.944126129;-81.59644317626953125;
14075924075.924146652;-82.32782745361328125;
14095904095.904167175;-83.27386474609375;
14115884115.884187698;-80.87763214111328125;
14135864135.864208221;-82.4569091796875;
14155844155.844228745;-43.72435760498046875;
14175824175.824249268;-80.54506683349609375;
14195804195.804269791;-81.32132720947265625;
14215784215.784290314;-82.9123992919921875;
14235764235.764310837;-80.41004180908203125;
14255744255.74433136;-83.6260528564453125;
14275724275.724351883;-80.35160064697265625;
14295704295.704372406;-83.23181915283203125;
14315684315.684392929;-83.896270751953125;
14335664335.664413452;-83.1508941650390625;
14355644355.644433975;-82.79349517822265625;
14375624375.624454498;-81.8918304443359375;
14395604395.604475021;-83.57161712646484375;
14415584415.584495544;-79.53847503662109375;
14435564435.564516068;-84.492034912109375;
14455544455.544536591;-81.77286529541015625;
14475524475.524557114;-83.076019287109375;
14495504495.504577637;-80.8524017333984375;
14515484515.48459816;-80.86663818359375;
14535464535.464618683;-57.24787139892578125;
14555444555.444639206;-82.67714691162109375;
14575424575.424659729;-82.29782867431640625;
14595404595.404680252;-79.2826690673828125;
14615384615.384700775;-81.33238983154296875;
14635364635.364721298;-81.829925537109375;
14655344655.344741821;-81.942230224609375;
14675324675.324762344;-82.071685791015625;
14695304695.304782867;-82.1965789794921875;
14715284715.284803391;-82.47689056396484375;
14735264735.264823914;-81.09485626220703125;
14755244755.244844437;-80.53633880615234375;
14775224775.22486496;-83.0485992431640625;
14795204795.204885483;-82.21622467041015625;
14815184815.184906006;-83.37322235107421875;
14835164835.164926529;-82.3236083984375;
14855144855.144947052;-81.51303863525390625;
14875124875.124967575;-83.0784454345703125;
14895104895.104988098;-81.27373504638671875;
14915084915.085008621;-81.3657684326171875;
14935064935.065029144;-80.5135345458984375;
14955044955.045049667;-81.8154754638671875;
14975024975.02507019;-82.203765869140625;
14995004995.005090714;-83.9114990234375;
15014985014.985111237;-81.29410552978515625;
15034965034.96513176;-83.48062896728515625;
15054945054.945152283;-83.61757659912109375;
15074925074.925172806;-81.50962066650390625;
15094905094.905193329;-82.51053619384765625;
15114885114.885213852;-81.79679107666015625;
15134865134.865234375;-82.47437286376953125;
15154845154.845254898;-84.1376953125;
15174825174.825275421;-83.32767486572265625;
15194805194.805295944;-82.50678253173828125;
15214785214.785316467;-80.35852813720703125;
15234765234.76533699;-82.8174896240234375;
15254745254.745357513;-82.88558197021484375;
15274725274.725378036;-81.6363983154296875;
15294705294.70539856;-82.49810028076171875;
15314685314.685419083;-79.577423095703125;
15334665334.665439606;-82.18587493896484375;
15354645354.645460129;-83.29808807373046875;
15374625374.625480652;-81.27088165283203125;
15394605394.605501175;-83.08126068115234375;
15414585414.585521698;-83.47956085205078125;
15434565434.565542221;-82.6903839111328125;
15454545454.545562744;-83.6909027099609375;
15474525474.525583267;-83.9661407470703125;
15494505494.50560379;-82.27895355224609375;
15514485514.485624313;-82.1511688232421875;
15534465534.465644836;-82.594818115234375;
15554445554.445665359;-81.10675811767578125;
15574425574.425685883;-82.11821746826171875;
15594405594.405706406;-82.91248321533203125;
15614385614.385726929;-82.06572723388671875;
15634365634.365747452;-81.748504638671875;
15654345654.345767975;-80.0430450439453125;
15674325674.325788498;-83.33637237548828125;
15694305694.305809021;-81.54528045654296875;
15714285714.285829544;-85.16638946533203125;
15734265734.265850067;-83.714080810546875;
15754245754.24587059;-81.4701080322265625;
15774225774.225891113;-83.2694244384765625;
15794205794.205911636;-82.859710693359375;
15814185814.185932159;-81.23909759521484375;
15834165834.165952682;-83.9633331298828125;
15854145854.145973206;-82.15544891357421875;
15874125874.125993729;-83.64862823486328125;
15894105894.106014252;-80.90026092529296875;
15914085914.086034775;-83.0731048583984375;
15934065934.066055298;-81.467071533203125;
15954045954.046075821;-83.11414337158203125;
15974025974.026096344;-84.08287811279296875;
15994005994.006116867;-81.1566162109375;
16013986013.98613739;-81.212493896484375;
16033966033.966157913;-81.7575531005859375;
16053946053.946178436;-82.22618865966796875;
16073926073.926198959;-80.81060791015625;
16093906093.906219482;-80.18556976318359375;
16113886113.886240005;-81.97332763671875;
16133866133.866260529;-81.66275787353515625;
16153846153.846281052;-82.47560882568359375;
16173826173.826301575;-82.89284515380859375;
16193806193.806322098;-83.5435333251953125;
16213786213.786342621;-82.2037506103515625;
16233766233.766363144;-83.0428619384765625;
16253746253.746383667;-80.5938720703125;
16273726273.72640419;-83.22060394287109375;
16293706293.706424713;-80.32338714599609375;
16313686313.686445236;-81.5440673828125;
16333666333.666465759;-81.85680389404296875;
16353646353.646486282;-80.73265838623046875;
16373626373.626506805;-82.14374542236328125;
16393606393.606527328;-80.7317962646484375;
16413586413.586547852;-81.8983306884765625;
16433566433.566568375;-78.98468780517578125;
16453546453.546588898;-81.1257781982421875;
16473526473.526609421;-74.0169525146484375;
16493506493.506629944;-81.32395172119140625;
16513486513.486650467;-80.3780364990234375;
16533466533.46667099;-80.4505157470703125;
16553446553.446691513;-81.93902587890625;
16573426573.426712036;-81.5731353759765625;
16593406593.406732559;-81.17568206787109375;
16613386613.386753082;-81.22650909423828125;
16633366633.366773605;-81.66504669189453125;
16653346653.346794128;-80.98145294189453125;
16673326673.326814651;-80.8878326416015625;
16693306693.306835175;-81.6082916259765625;
16713286713.286855698;-81.4143829345703125;
16733266733.266876221;-82.43062591552734375;
16753246753.246896744;-81.74994659423828125;
16773226773.226917267;-83.13170623779296875;
16793206793.20693779;-80.648590087890625;
16813186813.186958313;-81.2126312255859375;
16833166833.166978836;-61.039440155029296875;
16853146853.146999359;-81.9809722900390625;
16873126873.127019882;-82.656341552734375;
16893106893.107040405;-81.9317626953125;
16913086913.087060928;-81.74025726318359375;
16933066933.067081451;-81.1264801025390625;
16953046953.047101974;-82.65422821044921875;
16973026973.027122498;-83.15839385986328125;
16993006993.007143021;-82.0599212646484375;
17012987012.987163544;-81.97917938232421875;
17032967032.967184067;-82.504425048828125;
17052947052.94720459;-81.165008544921875;
17072927072.927225113;-82.6179351806640625;
17092907092.907245636;-80.53539276123046875;
17112887112.887266159;-81.90973663330078125;
17132867132.867286682;-82.31964874267578125;
17152847152.847307205;-81.108978271484375;
17172827172.827327728;-81.091583251953125;
17192807192.807346344;-81.80213165283203125;
17212787212.78736496;-79.89687347412109375;
17232767232.767383575;-81.12261962890625;
17252747252.747402191;-82.96295166015625;
17272727272.727420807;-80.95758819580078125;
17292707292.707439423;-81.346923828125;
17312687312.687458038;-80.9573974609375;
17332667332.667476654;-81.39568328857421875;
17352647352.64749527;-82.90456390380859375;
17372627372.627513885;-81.84101104736328125;
17392607392.607532501;-82.68152618408203125;
17412587412.587551117;-82.254608154296875;
17432567432.567569733;-82.603271484375;
17452547452.547588348;-81.633819580078125;
17472527472.527606964;-83.13787841796875;
17492507492.50762558;-82.4525604248046875;
17512487512.487644196;-82.632476806640625;
17532467532.467662811;-82.5585479736328125;
17552447552.447681427;-81.5264739990234375;
17572427572.427700043;-82.1465606689453125;
17592407592.407718658;-81.75077056884765625;
17612387612.387737274;-84.21845245361328125;
17632367632.36775589;-80.34387969970703125;
17652347652.347774506;-82.6534576416015625;
17672327672.327793121;-82.006439208984375;
17692307692.307811737;-83.18170928955078125;
17712287712.287830353;-82.49282073974609375;
17732267732.267848969;-82.74957275390625;
17752247752.247867584;-83.8564605712890625;
17772227772.2278862;-81.7367401123046875;
17792207792.207904816;-76.41025543212890625;
17812187812.187923431;-80.4886932373046875;
17832167832.167942047;-82.7569732666015625;
17852147852.147960663;-82.1902618408203125;
17872127872.127979279;-82.60182952880859375;
17892107892.107997894;-80.10640716552734375;
17912087912.08801651;-82.108642578125;
17932067932.068035126;-81.68808746337890625;
17952047952.048053741;-82.60208892822265625;
17972027972.028072357;-79.28409576416015625;
17992007992.008090973;-82.3394927978515625;
18011988011.988109589;-83.62378692626953125;
18031968031.968128204;-81.25628662109375;
18051948051.94814682;-82.37821197509765625;
18071928071.928165436;-81.8489532470703125;
18091908091.908184052;-82.05269622802734375;
18111888111.888202667;-78.7140655517578125;
18131868131.868221283;-81.185028076171875;
18151848151.848239899;-80.9947967529296875;
18171828171.828258514;-51.49451446533203125;
18191808191.80827713;-83.738037109375;
18211788211.788295746;-81.9965972900390625;
18231768231.768314362;-82.559967041015625;
18251748251.748332977;-80.5733642578125;
18271728271.728351593;-82.44329833984375;
18291708291.708370209;-83.2201690673828125;
18311688311.688388824;-81.77172088623046875;
18331668331.66840744;-82.23001861572265625;
18351648351.648426056;-81.1136322021484375;
18371628371.628444672;-80.38568878173828125;
18391608391.608463287;-81.52881622314453125;
18411588411.588481903;-81.2048492431640625;
18431568431.568500519;-81.67911529541015625;
18451548451.548519135;-79.8628692626953125;
18471528471.52853775;-80.9022674560546875;
18491508491.508556366;-80.91817474365234375;
18511488511.488574982;-79.7037811279296875;
18531468531.468593597;-81.40369415283203125;
18551448551.448612213;-81.0119171142578125;
18571428571.428630829;-80.77695465087890625;
18591408591.408649445;-80.10857391357421875;
18611388611.38866806;-82.48477935791015625;
18631368631.368686676;-79.992431640625;
18651348651.348705292;-82.1136932373046875;
18671328671.328723907;-79.75643157958984375;
18691308691.308742523;-79.578033447265625;
18711288711.288761139;-80.08404541015625;
18731268731.268779755;-82.78502655029296875;
18751248751.24879837;-81.09500885009765625;
18771228771.228816986;-77.3183441162109375;
18791208791.208835602;-82.4540863037109375;
18811188811.188854218;-81.5754547119140625;
18831168831.168872833;-81.939605712890625;
18851148851.148891449;-80.58283233642578125;
18871128871.128910065;-80.03316497802734375;
18891108891.10892868;-78.0042877197265625;
18911088911.088947296;-82.11368560791015625;
18931068931.068965912;-80.3713836669921875;
18951048951.048984528;-79.9906005859375;
18971028971.029003143;-80.676605224609375;
18991008991.009021759;-81.2250213623046875;
19010989010.989040375;-82.925994873046875;
19030969030.96905899;-81.46537017822265625;
19050949050.949077606;-80.29416656494140625;
19070929070.929096222;-79.8922882080078125;
19090909090.909114838;-78.42031097412109375;
19110889110.889133453;-82.4946441650390625;
19130869130.869152069;-80.7724456787109375;
19150849150.849170685;-83.7518768310546875;
19170829170.829189301;-83.662567138671875;
19190809190.809207916;-83.68483734130859375;
19210789210.789226532;-81.41736602783203125;
19230769230.769245148;-83.450592041015625;
19250749250.749263763;-80.25023651123046875;
19270729270.729282379;-81.4527130126953125;
19290709290.709300995;-83.3031463623046875;
19310689310.689319611;-82.68759918212890625;
19330669330.669338226;-82.05107879638671875;
19350649350.649356842;-82.22298431396484375;
19370629370.629375458;-80.51201629638671875;
19390609390.609394073;-82.555450439453125;
19410589410.589412689;-81.5883941650390625;
19430569430.569431305;-82.22594451904296875;
19450549450.549449921;-81.8346710205078125;
19470529470.529468536;-82.83911895751953125;
19490509490.509487152;-80.3777618408203125;
19510489510.489505768;-83.535614013671875;
19530469530.469524384;-83.3095550537109375;
19550449550.449542999;-81.35341644287109375;
19570429570.429561615;-82.7442779541015625;
19590409590.409580231;-82.2314910888671875;
19610389610.389598846;-83.7357635498046875;
19630369630.369617462;-83.5446319580078125;
19650349650.349636078;-81.504730224609375;
19670329670.329654694;-83.1831512451171875;
19690309690.309673309;-83.06555938720703125;
19710289710.289691925;-82.757843017578125;
19730269730.269710541;-82.94709014892578125;
19750249750.249729156;-84.1251983642578125;
19770229770.229747772;-82.42829132080078125;
19790209790.209766388;-81.716461181640625;
19810189810.189785004;-81.93609619140625;
19830169830.169803619;-82.61287689208984375;
19850149850.149822235;-81.41754150390625;
19870129870.129840851;-83.56662750244140625;
19890109890.109859467;-83.80649566650390625;
19910089910.089878082;-82.486297607421875;
19930069930.069896698;-83.14548492431640625;
19950049950.049915314;-83.07192230224609375;
19970029970.029933929;-83.61356353759765625;
19990009990.009952545;-82.60622406005859375;
